MessageID,Message,NS_Mean,NS_Std,normalized_NS_M,normalized_NS_Std,NNS_Mean,NNS_Std,normalized_NNS_M,normalized_NNS_Std
58,"Not a whole lot of contrast with the letters now, if you've traversed the link. Maybe a green pattern is just not the right base color, if we are trying to avoid confusing with WP officialstuff?",1.428571429,4.035556255,-0.06180785714,0.9118240249,1.25,1.892969449,0.3326695,0.5631379649
59,I hope this makes my concerns clearer. Perhaps we can work together to resolve them?,6.428571429,3.90969491,1.036595714,0.4691593835,3.25,2.217355783,0.9880345,0.6218480056
60,"I'm curious: how do you make those beautiful coats of arms? Do you have a script that generates them from the heraldic descriptions, or do you make them by hand?",7.428571429,4.353433237,1.161912571,0.7612650484,1.75,1.707825128,0.49651075,0.4530382848
61,"Unfortunately, I have no clue what you mean. Can you point me to a page that has such a feature?",0,6.055300708,-0.0095805,1.140791372,-4.6,3.507135583,-0.985646,0.7032624813
62,Thanks for the heads up. He doesn't know any english?,1,2.645751311,0.02889533333,0.1159265231,-2,3.674234614,-0.4947866,0.8839232589
63,"I took a quick look and I'm not up to reading through it properly at the moment. :) I'll be back on here tomorrow morning and I'll have a look then, if that's OK?",7,6.055300708,1.28417125,0.929109061,4.8,6.180614856,0.9182824,0.9978007563
64,Hi <name> it is taking a while for Longhair to get back to me on a couple of things. Is he on wikibreak or something?,-0.5,2.886751346,-0.199172,0.3558565856,0.6,3.361547263,0.2183348,0.691205615
65,"Deleting Val Klassen's page. I redirected it to the creator's talkpage, wasn't that enough?",-3,3.366501646,-0.7651425,0.4607044383,-7,3.082207001,-1.395586,0.5363554802
66,I'm afraid I don't entirely understand what you mean. Is there some conflict with using user authorization and the GPL license?,4,4.163331999,0.60357525,0.6887485851,5.6,3.209361307,1.0194878,0.4229669631
67,"The policy is tricky - I guess it comes down to whether or not you think the account is going to be disruptive, and whether it is appropriate to guess that ahead of time. On the other hand, looks like another overreaction to <name> in my opinion - what do you think?",0.5,4.203173404,0.0117545,0.5190842178,4,5.049752469,0.6922008,0.7355135652
68,Who???,-3.25,2.362907813,-0.784865,0.4167785728,-5.2,2.167948339,-1.05084,0.478646022
69,Can you help with this user:<url> I suspect that it is sockpuppet of banned user Bonaparte and he vandalizing various articles related to Romanians and Vlachs. Can we do something about it?,2.75,2.362907813,0.45367475,0.2879077017,0.8,1.643167673,0.1195154,0.3120844083
70,"Is there any reason you keep moving boldface marks? ITN is on my watchlist and you seem to do this quite frequently, yet, as far as I can see, it makes no difference, so I feel compelled to ask if there's any particular reason?",-2.75,2.217355783,-0.6921575,0.4173331309,-0.6,5.319774431,-0.1506092,1.083698182
71,"I always thought that even if you need an account to view the info, it was allowed to be used on Wikipedia. Like the Magazine references?",1.125,2.531938839,-0.085256,0.2422855483,0.1666666667,2.926886856,-0.09020483333,0.8609332418
72,"Sorry, what? Could you be more specific please?",1,5.656854249,-0.082780375,0.8143294811,3.666666667,4.844240567,0.8193215,1.039889534
73,"I don't have the full list online, but I do have the 07-08 AJHL record book. Are there any specific seasons or teams you are looking for?",3.625,3.925648263,0.489109875,0.4496008271,3.5,2.42899156,0.8571933333,0.6834933856
74,How does it feel being wikifamous??,2,5.131601439,0.09424042857,0.715745532,-2.8,3.271085447,-0.729752,0.4666432763
75,You're welcome. What else is peer review for?,4.25,4.891683905,0.503410125,0.987087577,4.666666667,3.669695719,1.253378667,0.7545764518
76,Why did you remove those German emigrant cases. Shouldn't we include those cases of people who was born in what was then Germany at the time?,-1.875,3.52288437,-0.683096125,0.5448374938,-2.166666667,4.44597196,-0.5821453333,0.8567905843
77,just wondering how the chapters were going. you think they are notable enough to have their own article?,1.285714286,6.102302454,0.02811371429,0.8183285246,-3.333333333,2.503331114,-1.06569,0.5086134078
78,"What would the recommended sequencing be, then?... Good Article then Feautred Article recommendation?",0.125,1.457737974,-0.315991125,0.4778080826,-0.8333333333,1.471960144,-0.3632443333,0.5474416564
79,"I noticed you added the Jean Chretien link to the homepage, which is nice, but you didn't put any comment for the changelog and you also didn't bump of the last article, you bumped off the 2nd last article. Why?",-2.625,4.533604684,-0.80405875,0.5094280358,-0.5,3.016620626,-0.206049,0.7630340624
80,"In <url>, you removed a cartoon image of Wendy Thomas that had been used in the infobox on her article. I'm not very familiar with the NFCC policy you cite, so I was wondering if you thought that giving a rationale on the image for use in that particular article would bring it up to specs?",2.375,2.386719207,0.13372925,0.4633051172,3.333333333,3.444802849,0.8190261667,0.8459107325
81,"Also, 'topological proof'? Isn't 'proof' a bit strong?",-0.8571428571,2.193062655,-0.7003828571,0.3372818429,-0.8,3.346640106,-0.2568506,0.7244061322
82,"When you say you emailed Crystal, do you mean ''Crystal Evans, AKA Country Girl in Girl Authority?'' She was the one who wanted me to recieve the Barnstar?",-0.2857142857,5.468524655,-0.3711647143,0.9340360041,-1.6,2.073644135,-0.4823912,0.6539185913
83,I seem to have stuffed up creating 4 April 2009 very badly. Can you help?,3.571428571,4.85994317,0.01795285714,1.211230159,-0.6,2.19089023,-0.169871,0.4814126056
84,"Hello. Regarding <url>, could you tell me what supports this being a free image?",5.714285714,3.683941988,0.6468078571,0.693253656,-1,4,-0.3818508,0.9631054634
85,"Yes, I do have the Family Guy DVD collection, Volume 1, Seasons 1&2. What's up?",2.571428571,5.912053869,0.1452658571,1.0635755,-1.8,4.7644517,-0.5812394,1.144829722
86,"An editor you recently blocked for a week, <url>, is now editing the same articles and topics under an IP account <url>. Is this allowed or should it just be ignored?",2.571428571,3.207134903,0.06691314286,0.4519699251,2,2.121320344,0.5303434,0.551055209
87,"I agree, and that is something that I have believed to be the case for a few weeks now, but <name> won't let me make any significant changes that would result as such. So has it been propsed that the material be merged?",5.285714286,3.683941988,0.6963661429,0.6673027984,1.2,6.760177512,0.5097506,1.483953974
88,I'm confused: what did you do? And how did you delete it twice without restoring it in between?,1.857142857,4.705619741,-0.06117514286,0.8439248738,-3.8,1.923538406,-0.999096,0.2946756036
89,<url>. What do you think should be done?,3.857142857,4.947341759,0.3896265714,0.7956060105,-1.4,4.449719092,-0.2672412,0.9297606395
90,"This would make a great addition to DYK, you know. (<url> :) It's just under a thousand wordsu2014maybe more of your thesis would like to make it onto WP?",6.285714286,3.59231985,0.7475691429,0.6820572101,2.25,1.707825128,0.39096675,0.3689628102
91,Iulius! Could you provide exact reference of article u017dirmu016bnai part ''Demographics'' ethnicity composition?,1.666666667,1.861898673,0.1388943333,0.2637009902,-0.4,3.911521443,-0.1473958,0.7701781492
92,The race was advertised and billed as the 100th Indy 500. Are you saying the promoters and Indycar are liars?,-5.571428571,2.935821456,-1.18582,0.4113890954,-5.166666667,4.119061382,-1.088836667,0.4589668081
93,"As a timid Wikipedia end-user who never makes more than a rare grammatical or spelling edit, learning the history to be found on this talk page and Kate's userpage history makes me sad. Why is it that so many communities change the way they do as the size of the project they revolve around increases..?",1.714285714,3.860668583,0.170512,0.691920815,1.333333333,2.503331114,0.2220693333,0.609371223
94,Title says it all.<url> I dont have time to put up a page... but might I suggest <url>?,-2.571428571,4.540820148,-0.5480748571,0.7561888534,2,2,0.2811288333,0.3973170008
95,Thanks. Do you happen to know if the postcard was origianlly published in Japan?,6.285714286,2.058663459,1.169176714,0.3468738191,6,3.16227766,1.2621595,1.084005614
96,"Sorry, but which talk page? I came across the graphic at <url> - is there another?",4.857142857,3.436498772,0.8816034286,0.4655340925,3.166666667,2.786873995,0.5697565,0.6502478304
97,So....what's up with this article? Is it a joke?,-6.857142857,2.544836041,-1.484665714,0.2635975334,-5.333333333,4.179314138,-1.16093,0.7521846225
98,The content has recently been added to <url>. Would you consider changing your vote to delete?,3.428571429,4.540820148,0.6080998571,0.9809455297,3.333333333,3.076794869,0.527308,0.46009796
99,No problem. Have you heard anything new about HRE?,6,2,1.081684571,0.3139102879,4.5,2.738612788,0.7804043333,0.5103734915
100,"Again samething with the second site, again outside of taking they're word for it how do we know they are are right. What is your opinion on the 2 logos in the forum discussion think they were made up?",-1.857142857,5.2734736,-0.3546681429,0.7702538184,-2.5,3.885871846,-0.5551546667,0.6311586226
101,"Your poorly written, bizarre comment makes no sense, since all of my edits in the Al Franken article conform to wikipedia's NPOV policy. What are you talking about?",-11.4,0.894427191,-2.285654,0.8035604676,-10,2.915475947,-2.186906,0.7337051023
102,Howdy Resolute. Is <url> for real?,-0.6,7.668115805,-0.1386924,1.222629353,-0.2,2.167948339,0.026462,0.5648653983
103,"I just reverted your addition of a fossil range template to <url>, because with only an arrow at the very right it didn't seem to add much useful information. Perhaps we could make a separate template to show only the Cenozoic or so, which would allow us to show more detail in these fossil ranges?",2.8,3.701351105,0.454894,0.5077277347,5.8,3.701351105,1.1853132,0.6323210691
104,That's making the fundamental assertion that the second source is reliable. Can you prove that it is?,-2,2.121320344,-0.434449,0.3191206274,1.4,3.049590136,0.1363308,0.5512710282
105,? What?,-6.8,3.834057903,-1.29093,0.3641186007,-5.2,5.069516742,-0.9068378,0.6957196182
106,"There seems to have been something wrong with the pages you made on the V8 Supercar Championship Series - a glitch with the ""align"" tags in the beginning infobox made the text grotesquely overflow the margins. I've trimmed these down; mind checking my work?",1.2,3.898717738,0.187893,0.5809201804,3.6,4.827007354,0.6311948,0.7283312655
107,"Some links look notable, others do not, <url>. Thoughts?",2.8,5.403702434,0.4458274,0.8278395375,2,2.738612788,0.3947298,0.4871403249
108,You might be just the person I need- <url> has just been repeatedly vandalised and with ? German - in there - wonder what you would do with the vandal?,3.6,3.507135583,0.5890204,0.5011135568,0.4,4.037325848,0.1937464,0.7930008897
109,"Hello, I know that the article <url> isn't exactly football related, but can you help out on <url>? and tell me if the article is ready for a GA nominee?",4.6,4.50555213,0.6924664,0.7037820499,2.6,3.286335345,0.3844702,0.4394243119
110,Based on what? Don't you think a little discussion is in order before doing this?,-7.4,4.878524367,-1.348324,0.5414083764,-5.2,3.898717738,-1.09336,0.553853451
111,I tried to fix your problem with <url>. Is that what you were looking for?,2.125,5.938674696,0.03623375,1.086750546,2,3.651483717,0.09962825,0.72093643
112,I was really unsure on what to do with <url> so I made it into a dab. That ok?,0.5,4.629100499,-0.211313125,0.5903243372,1.25,3.593976442,-0.0531165,0.7626740906
113,What do you think? Perhaps the coat of arms field can contain the picture that the article's family name infobox already has?,4,2.878491669,0.529775375,0.381231552,5,4.242640687,0.72885,0.9565055263
114,"I consider <url> to be the single most important edit I have ever made. God, what is happening with The Beatles coverage on Wikipedia?",-0.875,3.39905449,-0.470705,0.3698696643,-0.75,1.5,-0.263082,0.2469458093
115,I find it hard to believe one editor (even one so prolific as RickK) can have much of an effect overall. Do contributors on either side have any (non-anecdotal) evidence that suggests otherwise?,-1.125,4.673252156,-0.51143975,0.7556655475,1,2.943920289,0.2253835,0.6264589161
116,Which discussion are you referring to? On which article's talk page?,1.375,5.153015761,-0.048183625,0.7157879453,0.5,2.516611478,0.05247475,0.5642501722
117,"Hi, I recently got approval for your requested link replacement (sorry for the delay), but, after doing a <url> there seems to be very few links left to replace. Could you confirm the problem is solved?",5.5,3.070597894,0.8511275,0.3629959806,8,3.915780041,1.3334335,0.7325114458
118,The Olbermann thing is being discussed on the <url> talk page. Do you have anything to add?,3.625,4.71888304,0.54565975,0.6241546822,1.5,1.290994449,0.169776,0.2022340585
119,REVERT???,-6,4.795831523,-1.486468571,0.6316126341,-7.75,1.892969449,-1.6509325,0.3786362989
120,"I started, but gave up. And why link the word 'mother'?",-3.375,5.475595206,-1.053112125,0.6503023398,-4.75,3.5,-0.9450475,0.2403532885
121,"So how are u gonna concider weither the licences used by Fluckr are accurate...? ,and if this image has to bee conciderd than Image:Petercrouch_liverpool.JPG should be to..?",0,4.810702354,-0.495293375,0.6683595588,-1.4,3.577708764,-0.5180702,0.677515012
122,"AnonEMouse, I have noticed today that there are many recent comments on the <url> talk page that do not show in ""history"". How can that happen?",1.5,4.140393356,-0.16877675,0.9556029113,-1,1.224744871,-0.555122,0.3822416553
123,"It turns out that the Zelda Collection you referred to in <url> didn't include aLttP, reportedly because the GBA remake was still being sold at that time, so that disc included NES and N64 emulation but left out SNES. Do you have another example?",4.571428571,3.90969491,0.5803667143,1.160706282,0.4,1.949358869,-0.0621048,0.2876706408
124,I just did some edits on it. Feedback?,3.875,4.015594601,0.22728675,0.7213740908,-0.8,2.588435821,-0.4218662,0.5246842172
125,"That looks better. I think I'm about done now, but old Theobald's still at Featured Article candidates isn't he?",3.25,4.200340122,0.059231625,0.8995620996,0.8,1.303840481,-0.0167962,0.2866370335
126,"Even worse: ""The authorized use of this data is limited to informational and educational purposes only, and NOT for operational or commercial purposes."" This clearly disqualifies the text for Wikipedia purposes, I'm afraid we'll have to delete the article. Do you know of any similar contributions you've made?",1.125,3.356762896,-0.3187805,0.9750413316,-1.2,3.492849839,-0.4943508,0.6796201932
127,You added to the Order of Victoria and Albert page that no awards were given out after the death of Queen Victoria. According to the <url> she became the tSovereign of the Order in 1952. Is this just because the order was never officially scrapped ?,2.25,4.334248988,-0.0728985,0.8172836659,-0.2,2.167948339,-0.2483002,0.3536808055
128,As you can tell from my user page I do like art. I noticed you talking about a film ambassador on WikiProject Film (An project that I am active on) and I was wondering what is the main goals of film ambassador?,4,2.768874621,0.170983,0.8321174625,3,2.236067977,0.439477,0.8386333036
129,I noticed that you are the major contributor to the articles. Mind if I nominate <url> at <url>?,6.142857143,3.484660262,0.6343595714,0.7935079996,2.6,2.073644135,0.441407,0.7398099295
130,Would my doing a read-through looking out for that kind of thing be useful? Or would it be merely annoying?,3.125,5.194433834,0.134466625,0.9240426896,3.6,5.683308895,0.3824254,1.536948543
131,What would that do? Is that good?,-0.7142857143,2.751622898,-0.6890705714,0.5796568772,0.4,3.361547263,-0.0435712,0.899530543
132,"Creating and improving images, or just placing them in articles/making sure they have the right copyrights/etc.?",0.3333333333,0.5163977795,-0.5821971667,0.4369640706,0.2,1.788854382,-0.3647928,0.6310042053
133,"Your DYK hook for <url> is missing something. It says ""''Frank Bancroft managed the now-defunct Major League Baseball Providence Grays...''"" - maybe ""'''his''' now-defunct Major League Baseball '''team, the''' Providence Grays,...""?",0.5714285714,1.618347187,-0.372318,0.4846429638,-0.8,2.48997992,-0.4580602,0.5531185903
134,"Yes, ''kaen chokugeki hou'' is exactly right. Do you have that same NTSC Hong Kong DVD that I do?",3.571428571,2.299068134,0.3642835714,0.5947103208,0.4,0.894427191,-0.1770684,0.5174526906
135,I'll also add some categories to cover the collaboration nomination procedure and we should think about setting up a project <url>. Can you think of anything else that we need to tag that could be better handled through the comicsproj template than a banner on the front page?,6.285714286,3.638419332,1.018374286,0.6437396582,5,3,1.03466,0.5327904052
136,One oddity is that the Library of Congress isn't officially the U.S. national library; there are only national libraries in Medicine and Agriculture. Do you compare specialized libraries?,2.666666667,2.338090389,0.04038183333,0.4839262136,0.6,0.894427191,-0.1249116,0.5319013929
137,"I don't think so, <name>. Can we just once attempt to let this pass by without calling for the heads of people?",-2.142857143,5.398412465,-0.793198,1.082349545,-1.8,4.868264578,-0.7440648,0.8872608304
138,"Senta.jpg was garbled or empty or some such, so I deleted it. You might want to try re-uploading?",-0.1428571429,3.236694375,-0.4584428571,0.5401955547,-0.4,2.607680962,-0.4689868,0.7572708027
139,"It's probably a bit late to be asking this, but why did you dispute the factual accuracy of the page <url>? Also, why was no mention of the nature of the dispute made anywhere?",-0.5714285714,3.95209408,-0.4592842857,0.7993284478,-1.2,3.420526275,-0.5557942,0.6972169572
140,"Do you know how to make the 'All Star Template' appear only at the bottom, as well as the 'Confirmed future sites', so the actual table appears at the top of the page??",3.428571429,2.572750983,0.2661031429,0.5340289027,1.2,1.643167673,0.023605,0.3867103608
141,"Just letting you know (since you have mentioned AFDing <url>) that weu2019ve gone to some effort to establish notability with <url>, and have added three reliable, notable, third-party sources to the article. Do you feel these sources establish <url> as being notable (<url> and all that)?",3.666666667,5.278888772,0.3763758333,0.8311163789,1.6,2.073644135,0.0537052,0.6955813884
142,"Hi, you've done a lot of work on comparing Featured Article country articles. Are you aware of any country that got special praise for the selection of images in the article?",5.857142857,4.220133151,0.870792,0.5681935724,1.8,2.167948339,0.0420886,0.3046506078
143,"One wonders, of course, who ""Elliott of Macedon"" would have been. Probably something analogous to Brian of Nazareth but in a Macedonian phalanx?",1.285714286,3.59231985,0.02244342857,0.3834636134,2.2,2.588435821,0.1959582,0.4616305429
144,"'SO!?!?'', what has it got to do with you?",-9.571428571,2.507132682,-2.042891429,0.8041238446,-3.4,7.162401832,-1.8587118,2.092576184
145,how do i propose to change the name of <url> to <url> ??,1.142857143,3.848314411,0.002009,0.4827903007,0.2,2.949576241,-0.4779774,0.56475249
146,"Deletion requires some care: an administrator has to check that the prod tag has been on the article for 5 day continously, that the prod'ed version was not the result of vandalism, that the prod reason is acceptable (possibly checking the talk page), then has to delete the article reporting this reason, possibly deleting the talk page, and finally checking the incoming links. Before starting doing this on every article in the category this adimin relies on the number of categories instead of calculating five days to today?",1.2,3.962322551,-0.1264112,0.4280062853,1.2,2.683281573,-0.2219392,0.5217530152
147,"Is 10 months sufficient time to relist a Article for deletion Not too soon, correct?",1,4.966554809,-0.04586385714,0.7308251758,1.8,2.48997992,-0.0021332,0.2650555369
